,Items,(Ordered) Frequent Items
7832,"['Tea Powder', 'Yougurt', 'Cheese', 'Bread', 'Sweet', 'Ghee', 'Sugar', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
7833,"['Bread', 'Panner', 'Milk', 'Sugar', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Panner']"
7834,"['Lassi', 'Sugar', 'Cheese', 'Ghee', 'Panner', 'Coffee Powder', 'Milk', 'Yougurt', 'Tea Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7835,"['Ghee', 'Tea Powder', 'Butter', 'Cheese', 'Milk', 'Bread', 'Yougurt']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Butter', 'Cheese', 'Tea Powder']"
7836,"['Panner', 'Yougurt', 'Ghee', 'Sugar', 'Cheese']","['Ghee', 'Yougurt', 'Sugar', 'Cheese', 'Panner']"
7837,"['Ghee', 'Butter']","['Ghee', 'Butter']"
7838,"['Ghee', 'Bread', 'Lassi']","['Ghee', 'Bread', 'Lassi']"
7839,"['Coffee Powder', 'Cheese', 'Yougurt', 'Tea Powder', 'Sweet']","['Coffee Powder', 'Yougurt', 'Sweet', 'Cheese', 'Tea Powder']"
7840,"['Cheese', 'Panner', 'Sugar', 'Ghee', 'Coffee Powder', 'Butter']","['Ghee', 'Coffee Powder', 'Sugar', 'Butter', 'Cheese', 'Panner']"
7841,"['Yougurt', 'Coffee Powder', 'Bread']","['Coffee Powder', 'Yougurt', 'Bread']"
7842,"['Milk', 'Ghee', 'Bread', 'Sugar', 'Sweet', 'Butter', 'Cheese']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese']"
7843,"['Yougurt', 'Lassi', 'Sweet', 'Bread', 'Ghee', 'Sugar', 'Cheese', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Lassi']"
7844,"['Butter', 'Yougurt', 'Cheese']","['Yougurt', 'Butter', 'Cheese']"
7845,"['Yougurt', 'Sugar', 'Lassi', 'Ghee', 'Milk', 'Bread', 'Cheese']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sugar', 'Cheese', 'Lassi']"
7846,"['Lassi', 'Panner', 'Sweet', 'Butter']","['Sweet', 'Butter', 'Panner', 'Lassi']"
7847,"['Milk', 'Ghee', 'Tea Powder']","['Milk', 'Ghee', 'Tea Powder']"
7848,"['Panner', 'Lassi', 'Butter', 'Sweet', 'Cheese', 'Tea Powder', 'Coffee Powder', 'Bread']","['Coffee Powder', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7849,"['Tea Powder', 'Sugar', 'Cheese', 'Sweet']","['Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
7850,"['Panner', 'Milk']","['Milk', 'Panner']"
7851,"['Coffee Powder', 'Lassi', 'Sugar', 'Butter', 'Milk']","['Milk', 'Coffee Powder', 'Sugar', 'Butter', 'Lassi']"
7852,"['Sweet', 'Milk']","['Milk', 'Sweet']"
7853,"['Cheese', 'Coffee Powder', 'Lassi', 'Butter', 'Bread', 'Sweet', 'Ghee', 'Tea Powder', 'Panner']","['Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7854,"['Cheese', 'Bread', 'Milk', 'Lassi', 'Butter', 'Panner', 'Sugar']","['Milk', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
7855,"['Tea Powder', 'Sugar', 'Coffee Powder']","['Coffee Powder', 'Sugar', 'Tea Powder']"
7856,"['Butter', 'Milk', 'Sugar', 'Sweet', 'Cheese']","['Milk', 'Sweet', 'Sugar', 'Butter', 'Cheese']"
7857,"['Lassi', 'Milk']","['Milk', 'Lassi']"
7858,"['Sugar', 'Milk', 'Lassi']","['Milk', 'Sugar', 'Lassi']"
7859,"['Panner', 'Yougurt', 'Ghee', 'Bread', 'Milk', 'Tea Powder']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Panner', 'Tea Powder']"
7860,"['Sweet', 'Butter', 'Tea Powder']","['Sweet', 'Butter', 'Tea Powder']"
7861,"['Sweet', 'Sugar']","['Sweet', 'Sugar']"
7862,"['Sweet', 'Yougurt', 'Panner']","['Yougurt', 'Sweet', 'Panner']"
7863,"['Coffee Powder', 'Tea Powder']","['Coffee Powder', 'Tea Powder']"
7864,"['Butter', 'Sweet', 'Lassi', 'Tea Powder', 'Bread']","['Bread', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
7865,"['Sweet', 'Sugar', 'Bread', 'Yougurt', 'Ghee', 'Cheese', 'Milk', 'Panner']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner']"
7866,"['Bread', 'Panner', 'Lassi']","['Bread', 'Panner', 'Lassi']"
7867,"['Tea Powder', 'Panner', 'Sugar', 'Milk', 'Cheese', 'Lassi', 'Ghee']","['Milk', 'Ghee', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7868,"['Sugar', 'Panner', 'Butter', 'Tea Powder', 'Sweet', 'Cheese', 'Lassi']","['Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7869,"['Butter', 'Milk', 'Panner', 'Bread', 'Ghee', 'Sweet']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Butter', 'Panner']"
7870,"['Panner', 'Tea Powder', 'Bread', 'Sugar', 'Lassi', 'Milk', 'Butter']","['Milk', 'Bread', 'Sugar', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7871,"['Milk', 'Sweet', 'Ghee', 'Sugar', 'Tea Powder', 'Coffee Powder', 'Butter', 'Lassi']","['Milk', 'Ghee', 'Coffee Powder', 'Sweet', 'Sugar', 'Butter', 'Lassi', 'Tea Powder']"
7872,"['Yougurt', 'Coffee Powder', 'Milk']","['Milk', 'Coffee Powder', 'Yougurt']"
7873,"['Cheese', 'Sugar', 'Sweet', 'Panner', 'Tea Powder', 'Yougurt', 'Bread', 'Milk', 'Butter']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7874,"['Panner', 'Bread', 'Cheese', 'Tea Powder', 'Coffee Powder', 'Milk', 'Sugar']","['Milk', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Tea Powder']"
7875,"['Butter', 'Milk', 'Tea Powder', 'Panner']","['Milk', 'Butter', 'Panner', 'Tea Powder']"
7876,"['Butter', 'Cheese', 'Sweet', 'Tea Powder']","['Sweet', 'Butter', 'Cheese', 'Tea Powder']"
7877,"['Coffee Powder', 'Panner', 'Ghee']","['Ghee', 'Coffee Powder', 'Panner']"
7878,"['Lassi', 'Bread', 'Panner']","['Bread', 'Panner', 'Lassi']"
7879,"['Sugar', 'Cheese', 'Butter', 'Bread', 'Lassi', 'Panner']","['Bread', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
7880,"['Ghee', 'Bread']","['Ghee', 'Bread']"
7881,"['Yougurt', 'Butter', 'Tea Powder', 'Cheese', 'Sugar']","['Yougurt', 'Sugar', 'Butter', 'Cheese', 'Tea Powder']"
7882,"['Lassi', 'Tea Powder', 'Coffee Powder', 'Ghee', 'Panner', 'Bread', 'Sugar']","['Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Panner', 'Lassi', 'Tea Powder']"
7883,"['Lassi', 'Bread', 'Sweet', 'Ghee', 'Tea Powder']","['Ghee', 'Bread', 'Sweet', 'Lassi', 'Tea Powder']"
7884,"['Lassi', 'Cheese', 'Coffee Powder', 'Bread', 'Butter', 'Ghee', 'Tea Powder']","['Ghee', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
7885,"['Coffee Powder', 'Lassi', 'Ghee', 'Panner', 'Bread', 'Sweet']","['Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Panner', 'Lassi']"
7886,"['Bread', 'Panner', 'Sweet']","['Bread', 'Sweet', 'Panner']"
7887,"['Sugar', 'Ghee', 'Yougurt']","['Ghee', 'Yougurt', 'Sugar']"
7888,"['Butter', 'Bread', 'Coffee Powder', 'Panner', 'Yougurt', 'Ghee', 'Sugar']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Panner']"
7889,"['Cheese', 'Ghee', 'Coffee Powder', 'Bread']","['Ghee', 'Coffee Powder', 'Bread', 'Cheese']"
7890,"['Sweet', 'Lassi', 'Coffee Powder', 'Ghee', 'Sugar']","['Ghee', 'Coffee Powder', 'Sweet', 'Sugar', 'Lassi']"
7891,"['Milk', 'Panner', 'Lassi', 'Ghee', 'Cheese']","['Milk', 'Ghee', 'Cheese', 'Panner', 'Lassi']"
7892,"['Yougurt', 'Coffee Powder', 'Tea Powder']","['Coffee Powder', 'Yougurt', 'Tea Powder']"
7893,"['Sweet', 'Cheese', 'Butter', 'Coffee Powder', 'Yougurt', 'Tea Powder', 'Sugar', 'Milk']","['Milk', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Tea Powder']"
7894,"['Ghee', 'Sweet', 'Lassi', 'Bread']","['Ghee', 'Bread', 'Sweet', 'Lassi']"
7895,"['Tea Powder', 'Ghee', 'Lassi']","['Ghee', 'Lassi', 'Tea Powder']"
7896,"['Cheese', 'Panner', 'Butter', 'Yougurt', 'Milk', 'Bread', 'Coffee Powder', 'Sweet']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner']"
7897,"['Sweet', 'Panner', 'Milk', 'Sugar']","['Milk', 'Sweet', 'Sugar', 'Panner']"
7898,"['Milk', 'Sweet', 'Sugar', 'Butter']","['Milk', 'Sweet', 'Sugar', 'Butter']"
7899,"['Sugar', 'Sweet', 'Panner', 'Ghee', 'Milk']","['Milk', 'Ghee', 'Sweet', 'Sugar', 'Panner']"
7900,"['Milk', 'Coffee Powder', 'Sugar']","['Milk', 'Coffee Powder', 'Sugar']"
7901,"['Sugar', 'Milk', 'Lassi', 'Tea Powder', 'Bread', 'Cheese', 'Panner', 'Coffee Powder', 'Sweet']","['Milk', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7902,"['Ghee', 'Sweet', 'Coffee Powder', 'Panner', 'Butter', 'Bread', 'Milk', 'Tea Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Butter', 'Panner', 'Tea Powder']"
7903,"['Tea Powder', 'Cheese', 'Yougurt', 'Ghee']","['Ghee', 'Yougurt', 'Cheese', 'Tea Powder']"
7904,"['Sweet', 'Ghee', 'Sugar', 'Panner']","['Ghee', 'Sweet', 'Sugar', 'Panner']"
7905,"['Butter', 'Cheese']","['Butter', 'Cheese']"
7906,"['Milk', 'Sweet', 'Ghee', 'Cheese']","['Milk', 'Ghee', 'Sweet', 'Cheese']"
7907,"['Bread', 'Coffee Powder', 'Ghee', 'Panner', 'Cheese']","['Ghee', 'Coffee Powder', 'Bread', 'Cheese', 'Panner']"
7908,"['Sugar', 'Lassi', 'Coffee Powder', 'Tea Powder', 'Butter', 'Sweet', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Sweet', 'Sugar', 'Butter', 'Lassi', 'Tea Powder']"
7909,"['Butter', 'Sugar', 'Lassi', 'Coffee Powder', 'Sweet']","['Coffee Powder', 'Sweet', 'Sugar', 'Butter', 'Lassi']"
7910,"['Cheese', 'Butter', 'Sugar', 'Milk', 'Sweet', 'Tea Powder', 'Ghee', 'Coffee Powder', 'Yougurt']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Tea Powder']"
7911,"['Lassi', 'Tea Powder', 'Cheese', 'Bread']","['Bread', 'Cheese', 'Lassi', 'Tea Powder']"
7912,"['Yougurt', 'Cheese', 'Coffee Powder', 'Tea Powder', 'Bread', 'Ghee', 'Panner', 'Butter', 'Sweet', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7913,"['Yougurt', 'Panner', 'Coffee Powder', 'Milk', 'Sugar']","['Milk', 'Coffee Powder', 'Yougurt', 'Sugar', 'Panner']"
7914,"['Sugar', 'Bread', 'Tea Powder', 'Cheese', 'Milk', 'Lassi', 'Sweet', 'Ghee', 'Butter']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
7915,"['Panner', 'Ghee', 'Tea Powder', 'Milk']","['Milk', 'Ghee', 'Panner', 'Tea Powder']"
7916,"['Coffee Powder', 'Panner', 'Milk', 'Sweet', 'Yougurt', 'Tea Powder', 'Lassi', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Panner', 'Lassi', 'Tea Powder']"
7917,"['Ghee', 'Sweet', 'Sugar', 'Bread', 'Tea Powder']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Tea Powder']"
7918,"['Cheese', 'Butter', 'Tea Powder', 'Ghee']","['Ghee', 'Butter', 'Cheese', 'Tea Powder']"
7919,"['Yougurt', 'Panner', 'Lassi', 'Sweet', 'Cheese', 'Butter']","['Yougurt', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Lassi']"
7920,"['Lassi', 'Coffee Powder', 'Butter', 'Sweet', 'Yougurt', 'Cheese', 'Sugar', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
7921,"['Cheese', 'Yougurt', 'Butter', 'Sugar', 'Milk']","['Milk', 'Yougurt', 'Sugar', 'Butter', 'Cheese']"
7922,"['Sugar', 'Panner', 'Ghee', 'Butter', 'Lassi', 'Bread', 'Sweet']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi']"
7923,"['Milk', 'Yougurt', 'Bread', 'Lassi', 'Ghee', 'Coffee Powder', 'Cheese']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Cheese', 'Lassi']"
7924,"['Butter', 'Lassi', 'Coffee Powder']","['Coffee Powder', 'Butter', 'Lassi']"
7925,"['Butter', 'Bread', 'Milk', 'Panner', 'Lassi', 'Cheese', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Butter', 'Cheese', 'Panner', 'Lassi']"
7926,"['Sweet', 'Coffee Powder', 'Milk', 'Yougurt', 'Bread', 'Ghee', 'Cheese']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Cheese']"
7927,"['Cheese', 'Bread', 'Butter', 'Lassi', 'Milk', 'Tea Powder', 'Sweet', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
7928,"['Coffee Powder', 'Panner', 'Milk', 'Lassi', 'Sweet', 'Cheese', 'Sugar']","['Milk', 'Coffee Powder', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
7929,"['Milk', 'Cheese', 'Tea Powder']","['Milk', 'Cheese', 'Tea Powder']"
7930,"['Panner', 'Yougurt']","['Yougurt', 'Panner']"
7931,"['Lassi', 'Cheese', 'Sugar', 'Sweet']","['Sweet', 'Sugar', 'Cheese', 'Lassi']"
7932,"['Coffee Powder', 'Lassi', 'Cheese', 'Sweet', 'Sugar']","['Coffee Powder', 'Sweet', 'Sugar', 'Cheese', 'Lassi']"
7933,"['Ghee', 'Cheese', 'Lassi', 'Sweet', 'Coffee Powder', 'Panner', 'Bread']","['Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Cheese', 'Panner', 'Lassi']"
7934,"['Cheese', 'Tea Powder']","['Cheese', 'Tea Powder']"
7935,"['Lassi', 'Sugar', 'Milk', 'Tea Powder']","['Milk', 'Sugar', 'Lassi', 'Tea Powder']"
7936,"['Yougurt', 'Lassi', 'Cheese', 'Ghee', 'Milk', 'Butter', 'Bread', 'Sugar']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
7937,"['Tea Powder', 'Panner', 'Bread', 'Sweet', 'Butter', 'Cheese']","['Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7938,"['Lassi', 'Yougurt', 'Bread', 'Cheese', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Cheese', 'Lassi']"
7939,"['Yougurt', 'Panner', 'Bread', 'Cheese', 'Butter', 'Sweet']","['Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner']"
7940,"['Butter', 'Sugar', 'Milk', 'Bread', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Butter']"
7941,"['Milk', 'Sweet', 'Ghee', 'Tea Powder', 'Panner']","['Milk', 'Ghee', 'Sweet', 'Panner', 'Tea Powder']"
7942,"['Milk', 'Sweet', 'Sugar']","['Milk', 'Sweet', 'Sugar']"
7943,"['Tea Powder', 'Panner', 'Ghee', 'Butter', 'Lassi']","['Ghee', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7944,"['Coffee Powder', 'Sugar', 'Tea Powder', 'Cheese', 'Bread', 'Ghee']","['Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Tea Powder']"
7945,"['Bread', 'Cheese', 'Lassi', 'Tea Powder', 'Butter']","['Bread', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
7946,"['Butter', 'Milk', 'Ghee', 'Lassi', 'Sugar', 'Bread']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Butter', 'Lassi']"
7947,"['Sugar', 'Yougurt', 'Ghee', 'Butter', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter']"
7948,"['Yougurt', 'Bread', 'Sugar', 'Milk', 'Cheese', 'Butter']","['Milk', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese']"
7949,"['Coffee Powder', 'Lassi', 'Sweet', 'Yougurt', 'Tea Powder', 'Butter']","['Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
7950,"['Yougurt', 'Milk', 'Butter', 'Coffee Powder', 'Cheese', 'Panner']","['Milk', 'Coffee Powder', 'Yougurt', 'Butter', 'Cheese', 'Panner']"
7951,"['Sugar', 'Panner']","['Sugar', 'Panner']"
7952,"['Ghee', 'Yougurt', 'Panner', 'Butter']","['Ghee', 'Yougurt', 'Butter', 'Panner']"
7953,"['Tea Powder', 'Butter', 'Coffee Powder']","['Coffee Powder', 'Butter', 'Tea Powder']"
7954,"['Tea Powder', 'Sweet', 'Lassi', 'Butter', 'Panner', 'Cheese', 'Sugar']","['Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7955,"['Sweet', 'Cheese', 'Bread', 'Panner', 'Butter', 'Tea Powder']","['Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7956,"['Tea Powder', 'Panner', 'Coffee Powder', 'Milk', 'Lassi', 'Butter', 'Yougurt', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7957,"['Milk', 'Sugar', 'Coffee Powder', 'Yougurt', 'Bread', 'Lassi']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Lassi']"
7958,"['Lassi', 'Butter']","['Butter', 'Lassi']"
7959,"['Panner', 'Lassi', 'Bread', 'Sweet', 'Tea Powder', 'Butter']","['Bread', 'Sweet', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7960,"['Coffee Powder', 'Lassi', 'Sugar', 'Bread']","['Coffee Powder', 'Bread', 'Sugar', 'Lassi']"
7961,"['Yougurt', 'Butter', 'Milk', 'Cheese', 'Bread']","['Milk', 'Yougurt', 'Bread', 'Butter', 'Cheese']"
7962,"['Sweet', 'Milk', 'Sugar']","['Milk', 'Sweet', 'Sugar']"
7963,"['Coffee Powder', 'Cheese', 'Tea Powder']","['Coffee Powder', 'Cheese', 'Tea Powder']"
7964,"['Lassi', 'Milk', 'Bread']","['Milk', 'Bread', 'Lassi']"
7965,"['Cheese', 'Panner', 'Tea Powder']","['Cheese', 'Panner', 'Tea Powder']"
7966,"['Yougurt', 'Butter', 'Lassi']","['Yougurt', 'Butter', 'Lassi']"
7967,"['Sugar', 'Yougurt', 'Milk', 'Bread', 'Panner', 'Butter', 'Tea Powder', 'Ghee']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
7968,"['Coffee Powder', 'Ghee', 'Cheese']","['Ghee', 'Coffee Powder', 'Cheese']"
7969,"['Cheese', 'Butter', 'Sugar', 'Yougurt', 'Ghee', 'Bread', 'Lassi']","['Ghee', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
7970,"['Milk', 'Cheese', 'Ghee', 'Panner']","['Milk', 'Ghee', 'Cheese', 'Panner']"
7971,"['Panner', 'Cheese', 'Sugar', 'Coffee Powder', 'Ghee', 'Butter', 'Lassi', 'Yougurt']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
7972,"['Ghee', 'Yougurt', 'Panner', 'Butter', 'Lassi', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Butter', 'Panner', 'Lassi']"
7973,"['Yougurt', 'Ghee', 'Panner', 'Coffee Powder', 'Tea Powder', 'Cheese', 'Sweet', 'Butter', 'Sugar']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7974,"['Sweet', 'Cheese', 'Tea Powder', 'Lassi', 'Ghee', 'Milk']","['Milk', 'Ghee', 'Sweet', 'Cheese', 'Lassi', 'Tea Powder']"
7975,"['Butter', 'Panner', 'Lassi', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Milk']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Panner', 'Lassi']"
7976,"['Cheese', 'Sweet', 'Tea Powder', 'Panner']","['Sweet', 'Cheese', 'Panner', 'Tea Powder']"
7977,"['Coffee Powder', 'Milk', 'Tea Powder']","['Milk', 'Coffee Powder', 'Tea Powder']"
7978,"['Sweet', 'Coffee Powder', 'Tea Powder']","['Coffee Powder', 'Sweet', 'Tea Powder']"
7979,"['Panner', 'Sweet', 'Milk', 'Bread', 'Yougurt', 'Cheese']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Cheese', 'Panner']"
7980,"['Ghee', 'Sugar', 'Butter', 'Panner', 'Bread', 'Milk']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Butter', 'Panner']"
7981,"['Coffee Powder', 'Panner', 'Yougurt', 'Bread', 'Sugar', 'Sweet', 'Cheese', 'Lassi']","['Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
7982,"['Cheese', 'Panner', 'Milk', 'Coffee Powder', 'Sugar', 'Butter']","['Milk', 'Coffee Powder', 'Sugar', 'Butter', 'Cheese', 'Panner']"
7983,"['Butter', 'Ghee', 'Sweet', 'Bread', 'Lassi', 'Milk', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Butter', 'Lassi']"
7984,"['Yougurt', 'Sugar', 'Butter', 'Milk', 'Bread', 'Panner', 'Ghee', 'Tea Powder']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
7985,"['Lassi', 'Yougurt', 'Tea Powder', 'Butter', 'Bread', 'Coffee Powder', 'Panner', 'Sweet', 'Sugar']","['Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7986,"['Panner', 'Milk', 'Bread', 'Butter', 'Tea Powder', 'Cheese']","['Milk', 'Bread', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
7987,"['Sweet', 'Ghee', 'Sugar', 'Tea Powder', 'Butter', 'Milk']","['Milk', 'Ghee', 'Sweet', 'Sugar', 'Butter', 'Tea Powder']"
7988,"['Sweet', 'Lassi', 'Panner', 'Sugar', 'Butter', 'Tea Powder', 'Bread', 'Ghee', 'Milk', 'Cheese']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
7989,"['Cheese', 'Sugar']","['Sugar', 'Cheese']"
7990,"['Yougurt', 'Ghee', 'Butter', 'Panner', 'Coffee Powder', 'Tea Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Butter', 'Panner', 'Tea Powder']"
7991,"['Bread', 'Cheese', 'Sugar', 'Yougurt', 'Lassi', 'Ghee', 'Panner']","['Ghee', 'Yougurt', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
7992,"['Coffee Powder', 'Cheese']","['Coffee Powder', 'Cheese']"
7993,"['Panner', 'Cheese', 'Bread', 'Tea Powder', 'Ghee']","['Ghee', 'Bread', 'Cheese', 'Panner', 'Tea Powder']"
7994,"['Yougurt', 'Butter', 'Ghee', 'Bread', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Butter']"
7995,"['Sugar', 'Ghee', 'Coffee Powder', 'Sweet', 'Milk', 'Butter', 'Cheese', 'Yougurt']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese']"
7996,"['Panner', 'Tea Powder', 'Sweet', 'Yougurt', 'Lassi', 'Sugar', 'Butter']","['Yougurt', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
7997,"['Bread', 'Butter', 'Sweet', 'Sugar', 'Coffee Powder', 'Panner']","['Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner']"
7998,"['Butter', 'Ghee', 'Yougurt', 'Lassi', 'Tea Powder', 'Bread', 'Coffee Powder', 'Sweet', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
7999,"['Tea Powder', 'Bread', 'Milk', 'Butter', 'Coffee Powder', 'Ghee', 'Lassi', 'Panner']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
8000,"['Sugar', 'Lassi', 'Cheese', 'Bread']","['Bread', 'Sugar', 'Cheese', 'Lassi']"
8001,"['Butter', 'Sweet', 'Lassi', 'Sugar', 'Panner', 'Tea Powder']","['Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
8002,"['Cheese', 'Coffee Powder', 'Panner', 'Yougurt', 'Butter']","['Coffee Powder', 'Yougurt', 'Butter', 'Cheese', 'Panner']"
8003,"['Bread', 'Sugar', 'Tea Powder', 'Panner']","['Bread', 'Sugar', 'Panner', 'Tea Powder']"
8004,"['Ghee', 'Tea Powder']","['Ghee', 'Tea Powder']"
8005,"['Bread', 'Milk', 'Butter', 'Sugar', 'Tea Powder']","['Milk', 'Bread', 'Sugar', 'Butter', 'Tea Powder']"
